"status","general_grade","developers","grade_url","name","area","price","green_grade","newest_made_time","given_time","detail_address","around_grade","type","traffic_grade"
"在售","0.4","成都西南电工有限公司","https://cd.fang.lianjia.com//loupan/p_dhjafskg/","东湖郡","新都","20000","0.4","2018.06","2019年12月31日","新繁镇文庙街88号","0.4","底商","0.4"
"在售","0.2","成都御源置业有限公司","https://cd.fang.lianjia.com//loupan/p_ydcafsyl/","驿都城","龙泉驿","36000","0.2","2018.06","2019年09月30日","驿都大道中路900号（龙泉驿世纪广场旁）","0.2","商业","0.3"
"在售","0.3","成都市立成房地产有限责任公司","https://cd.fang.lianjia.com//loupan/p_sxaaxas/","世玺","新都","6900","0.3","2019.02.20","2020年07月31日","新繁镇滨江西路北侧","0.3","住宅","0.3"
"在售","0.1","成都英英房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_cdbjjabcoo/","北京街","天府新区","44000","0.1","2015.12.18","2018年03月03日","华阳街道府河路与南湖路交汇处","0.1","商业","0.1"
"在售","3","成都市华兴住宅房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_szabehu/","蜀镇","双流","20000","3.1","2017.02.16","2018年12月30日","草金路（永康森林公园旁、江安河畔）","3.1","底商","3"
"在售","0","四川双瑞置业有限公司","https://cd.fang.lianjia.com//loupan/p_mzabfrp/","满座","双流","20000","0","2016.06.19","2018年01月30日","双流东升镇一杆旗北路29号","0","商业","0"
"在售","0.9","四川双瑞置业有限公司","https://cd.fang.lianjia.com//loupan/p_mzabfro/","满座","双流","27000","0.9","2016.06.19","2018年01月30日","双流东升镇一杆旗北路29号","1","底商","0.9"
"在售","0.2","四川中瑞天悦实业有限公司","https://cd.fang.lianjia.com//loupan/p_tyhabkln/","天悦汇","金牛","13000","0.2","2017.07","2018年12月31日","洞子口路163号","0.2","写字楼","0.2"
"在售","1.1","成都市立成房地产有限责任公司","https://cd.fang.lianjia.com//loupan/p_sxabotm/","世玺","新都","10000","1.1","2014.03","2016年12月30日","新繁镇滨江西路北侧","1.1","别墅","1.1"
"在售","4","成都锦绣逸都房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_tjhabhpo/","天璟荟","郫都","35000","4","2016.12.16","2018年11月30日","犀浦镇五河路369号","4","底商","4"
"在售","1","成都联利置业有限公司","https://cd.fang.lianjia.com//loupan/p_mlfaboad/","蜜立方","新都","27000","1","2014.03.08","待定","大丰镇南丰大道658号","1","底商","1"
"在售","1.2","成都诺嘉信文化传播有限公司","https://cd.fang.lianjia.com//loupan/p_hscbilsp/","汇尚城","新都","6800","1.3","2018.07.12","2020年06月30日","家具大道519号","1.2","商业类","1.2"
"在售","1.2","成都诺嘉信文化传播有限公司","https://cd.fang.lianjia.com//loupan/p_hscbimhi/","汇尚城","新都","18000","1.2","2018.07.12","2020年06月20日","家具大道519号","1.2","底商","1.2"
"在售","0","成都蓝润耀恒置业有限公司","https://cd.fang.lianjia.com//loupan/p_lrcbinso/","蓝润城","双流","12000","0","2019.02.14","2021年07月30日","银河路三段（双流体育中心旁）","0","住宅","0"
"在售","0","成都城泰置业有限公司","https://cd.fang.lianjia.com//loupan/p_sghbiwkm/","时光荟","成华","14000","0","2018.12.08","2020年12月31日","建设北路三段378号","0","商业类","0"
"在售","1.7","中国铁建房地产四川有限公司","https://cd.fang.lianjia.com//loupan/p_xpcabgmn/","西派城","武侯","36000","1.7","2017.12.30","2019年12月31日","簇锦街办铁佛村3、8组(武侯大道铁佛段与金履路交汇处)","1.7","底商","1.7"
"在售","0","成都常青藤置业有限公司","https://cd.fang.lianjia.com//loupan/p_jhcabgfo/","锦汇城","温江","25000","0","2016.11.18","2017年12月31日","科锦路355号（川农大旁）","0","底商","0"
"在售","0.8","成都乐家置业有限公司 ","https://cd.fang.lianjia.com//loupan/p_ljxycaayxr/","香月湖","高新","28000","0.8","2017.12.26","2019年07月31日","益州大道中段699号（天府一街与天府二街之间）","0.9","商业类","0.9"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_hswaacow/","红树湾","高新","24000","null","null","null","null","null","住宅","null"
"在售","0","成都乐家置业有限公司 ","https://cd.fang.lianjia.com//loupan/p_xyhabghp/","香月湖","高新","40000","0","2014.03.16","2016年09月30日","益州大道中段699号（天府一街与天府二街之间）","0","底商","0"
"在售","2.4","四川致民森瀚投资管理有限公司","https://cd.fang.lianjia.com//loupan/p_gyabdwr/","公园1号","郫都","15000","2.4","2017.05.20","2018年08月30日","红光镇幸福路北一段81号（思源学校对面）","2.4","商业","2.3"
"在售","2.3","四川致民森瀚投资管理有限公司","https://cd.fang.lianjia.com//loupan/p_gyabdwp/","公园1号","郫都","35000","2.3","2017.05.20","2018年08月30日","红光镇幸福路北一段81号（思源学校对面）","2.3","底商","2.3"
"在售","2.4","成都市上普置地有限责任公司","https://cd.fang.lianjia.com//loupan/p_ctlabovr/","COSMO天廊","锦江","25000","2.3","2017.10.16","2019年12月30日","上沙河铺街66号","2.5","商业类","2.5"
"在售","3.4","成都双流和骏置业有限公司","https://cd.fang.lianjia.com//loupan/p_jycaboxg/","蓝光T-max","双流","11000","3.4","2019.03.27","2021年06月","黄河中路二段388号","3.5","商业类","3.4"
"在售","0.4","成都中港置业有限公司","https://cd.fang.lianjia.com//loupan/p_zgcabmyk/","中港CCPARK","锦江","15000","0.4","2017.12.18","2021年01月15日","东二环与琉璃路交汇处","0.4","商业类","0.4"
"在售","0","成都中铁诚投置业有限公司","https://cd.fang.lianjia.com//loupan/p_ztjtaatfo/","中铁九天","金牛","13000","0","2015.08.30","2017年05月31日","沙湾路220号","0","写字楼","0"
"在售","0","成都朋汇房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_ldsfabgmv/","丽都首府","武侯","25000","0","2019.03","2016年12月31日","丽都路董家湾南街6号","0","底商","0"
"在售","0.5","成都交大洪聚置业有限公司","https://cd.fang.lianjia.com//loupan/p_jdmjabsak/","交大梦家","成华","35000","0.3","2018.03.01","2019年03月","长融东二路","0.5","底商","0.5"
"在售","0","成都保鑫投资有限公司","https://cd.fang.lianjia.com//loupan/p_blthbiqpb/","保利天汇","金牛","13000","0","2019.01.31","2020年06月","万石路旁","0","住宅","0"
"在售","1.3","成都东和房地产有限责任公司","https://cd.fang.lianjia.com//loupan/p_lbzxabnng/","兰博中心","青羊","50000","1.2","2017.12","2020年12月30日","人民南路一段126号","1.3","商业类","1.3"
"在售","2.9","成都宏泽置业有限公司  ,成都宏泽置业有限公司","https://cd.fang.lianjia.com//loupan/p_cxdsabjgs/","创想大厦","新都","8700","2.8","2018.07","2014年12月31日","兴城大道1955号","2.9","商业类","3"
"在售","0","成都华邑房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hycxbiqlf/","华邑宸熙","郫都","16000","0","2018.12.27","2020年12月31日","福梓路33号","0","住宅","0"
"在售","3.5","同森集团有限公司","https://cd.fang.lianjia.com//loupan/p_tsjxabndt/","同森锦熙","郫都","25000","3.4","2018.12.14","2020年09月30日","红光镇广场路（技师学院对面）","3.6","底商","3.5"
"在售","3.4","同森集团有限公司","https://cd.fang.lianjia.com//loupan/p_tsjxabnep/","同森锦熙","郫都","35000","3.4","2018.04.12","2019年06月30日","红光镇广场路（技师学院对面）","3.5","商业","3.4"
"在售","3.5","成都和意房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hzzxabdwj/","和雅嘉御","高新","25000","3.2","2017.11","2019年03月31日","永丰路7号（衣冠庙地铁口B出口）","3.6","商业类","3.6"
"在售","1.4","成都和意房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hyjyabxgo/","和雅嘉御","高新","80000","1.3","2018.03","2018年12月31日","永丰路7号（衣冠庙地铁口B出口）","1.4","底商","1.5"
"在售","0.4"," 成都方鼎投资咨询有限公司","https://cd.fang.lianjia.com//loupan/p_gymcbiear/","国一梦巢","青羊","49000","0.4","2014.10.18","2016年06月30日","光华大道光华南二路238号（树德中学旁）","0.4","底商","0.4"
"在售","0.4","成都天利来房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_tlhjbiryg/","天来汇景","温江","48000","0.4","2017.07.24","2019年12月","涌泉镇（街办）鹏程路99号","0.4","底商","0.4"
"在售","0.1","成都市禹鑫置业有限责任公司","https://cd.fang.lianjia.com//loupan/p_tfltbiyqt/","天赋龙庭","龙泉驿","7300","0.1","2018.09.20","2020年09月30日","龙祥商业街88号","0.1","商业类","0.1"
"在售","4.1","四川宇众房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_yzycabbjz/","宇众悦城","郫都","22000","3.8","2016.06.18","2016年06月30日","红光镇红光路广场路四段216号（技师学院旁）","3.8","商业","4.5"
"在售","1.5","成都弘创房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hcmzbifdi/","弘创名座","成华","18000","1.4","2018.10.01","2020年12月31日","白龙江路6号","1.5","商业类","1.5"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_ycgjbiezt/","亿城国际","双流","13000","null","null","null","null","null","商业类","null"
"在售","0","成都弘创房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hcmzbiwcq/","弘创名座","成华","30000","0","2018.10.01","2020年12月31日","白龙江路6号","0","底商","0"
"在售","0.5","成都帝景兴业房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_dsmybisat/","德商蜜柚","龙泉驿","9500","0.5","2018.12.30","2021年03月31日","车城西四路和经开区南一路交汇处","0.5","商业类","0.5"
"在售","0.1","成都帝景兴业房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_dsmybiwis/","德商蜜柚","龙泉驿","29000","0.1","2018.10.07","2020年12月01日","车城西四路德商蜜柚","0.1","底商","0.1"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_bdyzacfcy/","半岛云著","新都","8600","null","null","null","null","null","住宅","null"
"在售","0","明宇埃科富科技发展有限公司","https://cd.fang.lianjia.com//loupan/p_mynybjcem/","明宇南御","高新","17000","0","2018.08.25","2019年05月31日","益州大道北段388号","0","商业类","0"
"在售","0","成都星宸投资有限公司","https://cd.fang.lianjia.com//loupan/p_xcgjaatgp/","星宸国际","高新","15000","0","2013.02.05","2014年08月31日","益州大道中段555号","0","写字楼","0"
"在售","1.4","成都晟丰锦城置业有限公司","https://cd.fang.lianjia.com//loupan/p_jcypdsaaupy/","望江名门","锦江","100000","1.4","2016.10.28","2018年12月","三官堂街与龙舟路交汇处（望江公园、望江楼正对面）","1.4","商业类","1.4"
"在售","1.2","成都品元投资管理有限公司","https://cd.fang.lianjia.com//loupan/p_lxkcabbkw/","林溪康城","龙泉驿","35000","1.1","2015.08.16","2018年08月","同安街办幸福路99号","1.2","底商","1.1"
"在售","0.8","成都蜀风庭院工程管理有限公司","https://cd.fang.lianjia.com//loupan/p_gxoyabdsp/","桂溪欧苑","郫都","11600","0.9","2018.10.26","2018年12月31日","友爱镇平安路6号（成灌高速石家桥出口500米）","0.7","别墅","0.7"
"在售","0","四川汇豪置业有限公司","https://cd.fang.lianjia.com//loupan/p_hltxbjceo/","汇丽汀香","锦江","22000","0","2012.01.01","待定","锦华路一段69号","0","底商","0"
"在售","0","四川省圣铭置业有限公司","https://cd.fang.lianjia.com//loupan/p_blzxylbivpx/","泊里中心","成华","17500","0","2018.11.25","2021年12月31日","成华邛崃山路与迎晖路交汇处","0","商业类","0"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_yzycabcna/","宇众悦城","郫都","20000","null","null","null","null","null","底商","null"
"在售","0.4","海洋置地发展有限公司 ","https://cd.fang.lianjia.com//loupan/p_hyzxaayqg/","海洋中心","高新","18642","0.4","2010.11.07","2015年12月31日","天府三街吉泰路588号","0.4","商业类","0.4"
"在售","2.1","成都星晟置业有限公司","https://cd.fang.lianjia.com//loupan/p_bjhcablkl/","滨江和城","天府新区","40000","2.1","2018.06.21","2020年12月","麓山大道二段（成都实验外国语西区旁）","2.1","底商","2.1"
"在售","0.4","成都天府新区永弘置业有限公司","https://cd.fang.lianjia.com//loupan/p_bjtyaftni/","滨江天樾","天府新区","14500","0.4","2018.12.15","2021年05月30日","益州大道与伏龙北巷交汇处","0.4","商业类","0.4"
"在售","0","成都天府新区永弘置业有限公司","https://cd.fang.lianjia.com//loupan/p_bjtybjcfl/","滨江天樾","天府新区","20000","0","2018.11.16","2021年05月31日","益州大道与伏龙北巷交汇处","0","别墅","0"
"在售","0","成都市东锦置业有限公司","https://cd.fang.lianjia.com//loupan/p_bjyfbinyr/","滨江樾府","锦江","19500","0","2018.10.20","2021年12月31日","国槐街1272号","0","别墅","0"
"在售","0.2","成都瑞华置业有限公司 ","https://cd.fang.lianjia.com//loupan/p_rhtdbixxg/","瑞华天地","双流","12000","0.2","2018.10.01","2020年12月31日","剑南大道南段716号","0.2","商业类","0.2"
"在售","0","成都永慧房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_qhdjabjtd/","秦皇帝锦","天府新区","43300","0","2018.03.15","2017年08月","汉州路999号","0","商业","0"
"在售","0.7","成都新光华房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_jjyjabdgi/","积家御景","温江","30000","0.7","2018.06","2017年12月31日","南熏大道二段875号（南熏大道和柳林路交汇处）","0.7","底商","0.7"
"在售","0.8","中铁广信科技有限公司","https://cd.fang.lianjia.com//loupan/p_zfgcbijwa/","置富广场","天府新区","11000","0.8","2018.08.17","2020年05月30日","武汉路与梓州大道交汇处","0.8","商业类","0.8"
"在售","0","营盛房地产有限公司,四川信诚房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_ysdsbjboo/","营盛大厦","武侯","50000","0","2018.01.15","2018年07月01日","红牌楼北街31号","0","底商","0"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_wlzxaavdy/","未来中心","成华","20800","null","null","null","null","null","商业类","null"
"在售","0","成都融恒房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_rxggbihuj/","融信公馆","金牛","27000","0","2019.02.26","2020年12月31日","金牛区百寿路18（百寿路与大庆路交汇处）","0","住宅","0"
"在售","1.8","成都荣富房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_xcsjabmpl/","西城尚锦","青羊","40000","1.7","2013.05.25","2015年07月30日","光华东三路588号","1.9","商业","1.8"
"在售","0.8","成都荣富房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_xcsjabmpk/","西城尚锦","青羊","40000","0.8","2013.05.25","2015年07月30日","光华东三路588号","0.8","底商","0.8"
"在售","2.2","四川省遂宁市欣茂房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_xjlt1qaagya/","西郡兰庭","郫都","10000","2.1","2009.05.18","2010年05月01日","校园路129号","2.3","住宅","2.3"
"在售","0.6","成都市中天盈房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_yfaayxk/","誉峰三期","高新","20000","0.6","2018.09.09","2020年05月31日","交子大道333号","0.6","商业类","0.6"
"在售","3","成都金辉居业置业有限公司","https://cd.fang.lianjia.com//loupan/p_jhyfabqro/","金辉悦府","高新西","24000","3","2015.06","2016年01月","百草路778号, 百草路777号","3","底商","3.1"
"在售","1.3","四川富临实业集团有限公司","https://cd.fang.lianjia.com//loupan/p_jwzxbiebh/","锦外中心","武侯","20000","1.2","2018.07.11","2020年08月30日","一环路南四段19号","1.3","商业类","1.3"
"在售","3.3","四川招港置业有限公司","https://cd.fang.lianjia.com//loupan/p_qlgcaawnv/","青龙广场","成华","11300","3.1","2017.08","2018年03月","东丽街与东紫路交汇处（动物园东大门）","3.4","商业类","3.3"
"在售","2.7","四川招港置业有限公司","https://cd.fang.lianjia.com//loupan/p_qlgcabcel/","青龙广场","成华","25000","2.6","2016.05","2018年06月30日","东丽街与东紫路交汇处（动物园东大门）","2.8","底商","2.8"
"在售","0","成都市华兴住宅房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_xngjbiqjj/","香楠国际","双流","13600","0","2019.01.23","待定","涧槽中街188号","0","住宅","0"
"在售","0.8","成都龙湖辰顺置业有限公司","https://cd.fang.lianjia.com//loupan/p_lhfcbilnp/","龙湖梵城","成华","19000","0.8","2018.08.29","2020年07月30日","建工路龙湖梵城","0.8","商业类","0.8"
"在售","0","成都龙湖辰顺置业有限公司","https://cd.fang.lianjia.com//loupan/p_lhfcbixvx/","龙湖梵城","成华","65000","0","2018.10.12","2020年07月01日","建工路龙湖梵城","0","底商","0"
"在售","1","成都置凯实业有限公司","https://cd.fang.lianjia.com//loupan/p_lhgbimrn/","鹭湖宫13区","温江","25000","1","2018.07.25","2018年11月26日","四川省成都市温江区白鹭路469号附8号","1","底商","0.9"
"在售","1.1","成都吉盛置业有限公司","https://cd.fang.lianjia.com//loupan/p_ssdhcafswq/","三盛都会城","龙泉驿","20000","1.1","2018.06","待定","龙华路东侧三盛都会城","1","底商","1.1"
"在售","1.3","东原地产集团","https://cd.fang.lianjia.com//loupan/p_dysgdabbij/","东原时光道","青羊","40000","1.3","2018.05","2016年07月31日","光华大道东4路78号","1.4","底商","1.4"
"在售","0.2","成都西南电工有限公司","https://cd.fang.lianjia.com//loupan/p_dhjyqafshm/","东湖郡一期","新都","20000","0.2","2018.06.16","2019年12月31日","新繁镇文庙街88号","0.2","底商","0.2"
"在售","0","四川大一房地产有限公司","https://cd.fang.lianjia.com//loupan/p_lsjgcbjcdc/","乐视界广场","郫都","9000","0","2018.09.15","2020年06月30日","犀浦泰山北街一号","0","商业类","0"
"在售","0","四川大一房地产有限公司","https://cd.fang.lianjia.com//loupan/p_lsjgcbileg/","乐视界广场","郫都","13500","0","2019.01.10","2021年06月30日","郫都区犀浦镇泰山北街1号","0","住宅","0"
"在售","3.6","四川西部空间地理信息产业投资发展有限公司 ","https://cd.fang.lianjia.com//loupan/p_bdqxcaboas/","北斗七星城","金牛","30000","3.6","2018.07","2016年12月","天龙大道1333号（中铁产业园对面）","3.6","商业","3.6"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_qlgcaaxng/","青龙广场","成华","9800","null","null","null","null","null","写字楼","null"
"在售","5","四川西部空间地理信息产业投资发展有限公司 ","https://cd.fang.lianjia.com//loupan/p_bdqxcabfrf/","北斗七星城","金牛","30000","5","2018.04","待定","天龙大道1333号（中铁产业园对面）","5","底商","5"
"在售","1.2","成都兴宝旺房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hfxfcabcwz/","华府幸福城","龙泉驿","32000","1.3","2017.01.07","2018年10月01日","阳光城幸福大道333号","1.2","商业","1.1"
"在售","0.7","成都盛世房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_wlgyhabdru/","卧龙谷壹号","龙泉驿","16200","0.7","2018.11.13","2020年12月31日","东四环·卧龙谷","0.7","住宅","0.7"
"在售","2.5","成都锐力投资管理有限公司","https://cd.fang.lianjia.com//loupan/p_dyhlsaayxm/","大源欢乐颂","高新","17000","2.4","2018.08.01","2019年08月01日","天府三街1599号（天府三街与南华路交汇处）","2.5","商业类","2.5"
"在售","0.7","成都锐力投资管理有限公司","https://cd.fang.lianjia.com//loupan/p_dyhlsabgkc/","大源欢乐颂","高新","50000","0.7","2018.09.08","2019年05月30日","天府三街1599号（天府三街与南华路交汇处）","0.7","底商","0.7"
"在售","1.7","信和置业（成都）有限公司","https://cd.fang.lianjia.com//loupan/p_xhylskaafen/","御龙山一期","成华","27000","1.9","2016.06.18","2018年06月30日","迎晖路6号","1.6","住宅","1.7"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_sdhclbireg/","三都汇潮里","双流","13000","null","null","null","null","null","商业类","null"
"在售","0","德昆房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_dkytdbiobc/","悦天地商厦","温江","10000","0","2018.11.11","2020年12月","柳城街办燎原社区八组新华社区一组区","0","商业类","0"
"在售","3.1","成都低碳城投资有限公司","https://cd.fang.lianjia.com//loupan/p_twmmfabkgv/","梦魔方广场","成华","13000","2.9","2018.05.11","2020年03月","中环路锦绣大道段与金马河路交叉口东100米","3","商业类","3.2"
"在售","1.2","成都棠湖泊林城房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_thplcbimbm/","棠湖泊林城","双流","11000","1.3","2018.11.28","2020年03月21日","华府大道三段300号","1.2","商业类","1.2"
"在售","1.3","成都上实置业有限公司","https://cd.fang.lianjia.com//loupan/p_hshbyabenp/","海上海北苑","成华","30000","1.3","2014.10","2014年12月","和美东路221 号","1.3","商业","1.3"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_ytxtdabewz/","亿通新天地","武侯","25000","null","null","null","null","null","底商","null"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_blhxdaacui/","保利湖心岛","新都","12500","null","null","null","null","null","住宅","null"
"在售","1.7","成都上实置业有限公司","https://cd.fang.lianjia.com//loupan/p_hshbyabeno/","海上海北苑","成华","30000","1.7","2014.10","2014年12月","和美东路221 号","1.7","底商","1.7"
"在售","2","成都上实置业有限公司","https://cd.fang.lianjia.com//loupan/p_hshabdmi/","海上海南苑","成华","30000","1.8","2016.10.01","2014年12月01日","和美东路221 号","2","商业","2"
"在售","1.4","成都上实置业有限公司","https://cd.fang.lianjia.com//loupan/p_hshabdmh/","海上海南苑","成华","30000","1.4","2013.12.06","2014年12月31日","和美东路221 号","1.5","底商","1.4"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_hfxfcaauqi/","华府幸福城","龙泉驿","10500","null","null","null","null","null","住宅","null"
"在售","0.1","成都金丰阳置业有限公司","https://cd.fang.lianjia.com//loupan/p_jdyldbimsu/","金地悦澜道","双流","17900","0.1","2019.04.13","2020年12月31日","万顺路二段419号","0.1","住宅","0.1"
"在售","0.2","成都讯利康旭置业有限公司","https://cd.fang.lianjia.com//loupan/p_xhyhjbjbik/","鲜花优活居","新都","20000","0.2","2018.09.01","2019年03月31日","新都大道（西南石油大学旁）","0.2","商业","0.2"
"在售","0","四川世纪百合置业发展有限责任公司","https://cd.fang.lianjia.com//loupan/p_sjbhjybinzr/","世纪百合锦寓","武侯","10000","0","2018.08.15","2020年11月","武侯大道铁佛段289号","0","商业类","0"
"在售","2.4","重庆俊峰置业有限公司","https://cd.fang.lianjia.com//loupan/p_zyzygyabbkg/","中冶中央公园","郫都","25000","2.5","2016.12.17","2018年12月31日","郫筒镇梨园路一段708号","2.4","底商","2.3"
"在售","0.6","中粮地产(集团)股份有限公司","https://cd.fang.lianjia.com//loupan/p_zltfcybimng/","中粮天府宸悦","高新","16500","0.5","2018.08.31","2021年06月30日","益州大道和天府三街交汇口","0.6","商业类","0.6"
"在售","3.1","成都传化置业有限公司","https://cd.fang.lianjia.com//loupan/p_hdjlgcaaxak/","华都九龙广场","新都","7500","3.1","2018.04.14","2019年09月30日","物流大道与蓉都大道交汇处","3.1","商业类","3.1"
"在售","0","成都传化置业有限公司","https://cd.fang.lianjia.com//loupan/p_hdjlgcaclgl/","华都九龙广场","新都","28000","0","2018.04.22","2019年12月31日","蓉都大道南四段","0","底商","0"
"在售","0","成都盛阳房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_undefinedabfjn/","双楠港汇广场","武侯","50000","0","2013.12.18","2015年05月31日","武阳大道二段261号","0","底商","0"
"在售","0.4","成都竹岛置地发展有限公司","https://cd.fang.lianjia.com//loupan/p_jxrtncaavyw/","嘉祥瑞庭南城","高新","17000","0.4","2017.11","2017年12月31日","益州大道中段1918号","0.4","商业类","0.4"
"在售","0.1","建发房产","https://cd.fang.lianjia.com//loupan/p_jfdwddbjcdz/","建发第五大道","天府新区","9200","0.1","2018.09.01","2020年06月30日","麓山大道二段","0.1","商业类","0.1"
"在售","0","成都华翊龙房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_jflzgjabgjn/","建发鹭洲国际","高新","19200","0","2015.09.21","2016年12月31日","天府二街1033号（天府二街与南华路交汇处）","0","底商","0"
"在售","3.8","成都盛世房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_hdwjhfaazop/","恒大望江华府","锦江","26000","3.7","2018.03","2020年06月30日","东大路下沙河铺街和大凉山路交界处（塔子山公园旁）","3.8","商业类","3.9"
"在售","1.5","成都同森锦城投资有限公司","https://cd.fang.lianjia.com//loupan/p_jnwjzlabehj/","戛纳湾金棕榈","天府新区","45000","1.4","2018.04.20","2015年06月30日","协和下街588号","1.5","底商","1.5"
"在售","0.2","成都新希望置业有限公司","https://cd.fang.lianjia.com//loupan/p_xxwdfbirfh/","新希望D10天府","锦江","200","0.2","2018.10.14","2022年07月31日","地铁2号线牛王庙站B出口旁（国土局锦江局斜对面）, 锦东路新希望D10天府","0.2","商业类","0.2"
"在售","0.9","成都江南昊园置业有限公司","https://cd.fang.lianjia.com//loupan/p_hyjnypabfdd/","昊园江南壹品","龙泉驿","14000","0.9","2015.08.01","2017年12月28日","成洛大道西河地铁口（华新职业学院旁）","0.9","底商","0.9"
"在售","0.1","成都尚高投资有限公司","https://cd.fang.lianjia.com//loupan/p_lssgdsbiuel/","朗诗尚高大厦","成华","14000","0.1","2018.11","2020年12月31日","建设北路三段70号","0.1","商业类","0.1"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_qxhpdqabksc/","千禧河畔D区","温江","270","null","null","null","null","null","底商","null"
"在售","3","成都丰泽锦泰投资有限公司","https://cd.fang.lianjia.com//loupan/p_ghmceqabsde/","桂湖名城二期","新都","9500","2.9","2018.02.13","2018年12月29日","电子路中段144号","3","商业类","3"
"在售","0.6","四川红泰房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_gtthdsaaywx/","港泰通航大厦","金牛","32000","0.5","2018.08.06","2019年08月","十二桥路29号","0.6","商业类","0.6"
"在售","1.5","成都中际天耀房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_ytcaftcy/","源滩国际社区","成华","15000","1.6","2018.08.25","2021年12月31日","华林一路158号","1.5","商业类","1.6"
"在售","0","成都鹏鼎置业有限责任公司","https://cd.fang.lianjia.com//loupan/p_zllyjybiway/","珑悦锦云花园","成华","18200","0","2018.12.13","2021年03月","龙港路369号","0","住宅","0"
"在售","null","null","https://cd.fang.lianjia.com//loupan/p_hdjlgcabbko/","华都九龙广场","新都","9600","null","null","null","null","null","商业","null"
"在售","0.3","成都珠江创展投资有限公司","https://cd.fang.lianjia.com//loupan/p_zjyhgjbiuez/","珠江悦湖国际","温江","10000","0.3","2018.10.01","2020年06月","光华大道三段地铁4号线光华公园站G2出口","0.3","商业类","0.3"
"在售","0.8","成都居信投资有限公司","https://cd.fang.lianjia.com//loupan/p_ckxzaftar/","碧桂园中环荟","成华","13500","0.8","2019.01.12","2020年12月30日","成华区八里庄路168号","0.8","商业类","0.8"
"在售","0.1","四川瀚锋置业有限公司","https://cd.fang.lianjia.com//loupan/p_hynjtxablsw/","花样年家天下","双流","14500","0.1","2019.01.17","2020年12月31日","西航港街道九龙湖九组2000号","0.1","住宅","0.1"
"在售","2.9","成都市郫县万达广场投资有限公司","https://cd.fang.lianjia.com//loupan/p_sdwdgcabrxr/","蜀都万达广场","郫都","25000","2.7","2018.03.01","2019年06月01日","望丛东路139号","3","商业","3"
"在售","1.3","成都市郫县万达广场投资有限公司","https://cd.fang.lianjia.com//loupan/p_sdwdgcabfld/","蜀都万达广场","郫都","38000","1.2","2018.06.21","2018年12月31日","望丛东路139号","1.3","底商","1.3"
"在售","1.4","成都太行瑞宏房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_jscjlgabnto/","金沙城锦澜阁","青羊","15500","1.4","2018.01","2020年08月","百瑞二路338号","1.4","商业类","1.3"
"在售","0","成都隆鑫锦途房地产开发有限公司","https://cd.fang.lianjia.com//loupan/p_lxslhjabglt/","隆鑫十里画卷","双流","20000","0","2018.11.18","2018年12月30日","东升镇银河路8号（双流县图书馆旁）","0","底商","0"
